date,title,source,media_name,ideology,Congress
21/07/2020,Appeals court allows Alabama voter ID law to go forward,https://www.washingtontimes.com/news/2020/jul/21/appeals-court-allows-alabama-voter-id-law-to-go-fo/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
03/06/2020,Democrats claim Trump will do what they<U+0092>ve been doing since 2016 <U+0097> reject election results,https://www.washingtontimes.com/news/2020/jul/28/democrats-claim-trump-will-do-what-theyve-been-doi/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
30/07/2020,"At Lewis funeral, Obama calls for renewing Voting Rights Act",https://www.washingtontimes.com/news/2020/jul/30/at-lewis-funeral-obama-calls-for-renewing-voting-r/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
30/07/2020,Donald Trump suggests delaying elections to avoid 'great embarrassment' from mail-in vote fraud,https://www.washingtontimes.com/news/2020/jul/30/donald-trump-suggests-delaying-elections-avoid-gre/,Washington Times,right,116th
30/07/2020,Transcript: Barack Obama's address at John Lewis' funeral,https://www.washingtontimes.com/news/2020/jul/30/transcript-barack-obamas-address-at-john-lewis-fun/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
31/07/2020,Trump says he's helped minorities 'far better' than Obama,https://www.washingtontimes.com/news/2020/jul/31/trump-says-hes-helped-minorities-far-better-obama/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
10/06/2020,Prep for high N.C. absentee ballot demand gets Senate OK,https://www.washingtontimes.com/news/2020/jun/10/prep-for-high-nc-absentee-ballot-demand-gets-senat/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
11/06/2020,Bill easing N.C. absentee ballot access goes to governor,https://www.washingtontimes.com/news/2020/jun/11/bill-easing-nc-absentee-ballot-access-goes-to-gove/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
15/06/2020,Editorial Roundup:,https://www.washingtontimes.com/news/2020/jun/15/editorial-roundup/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
17/06/2020,"Matt Taibbi warns: Left 'lost its mind,' media ignore 'deeply weird scenes' inspired by protests",https://www.washingtontimes.com/news/2020/jun/17/matt-taibbi-warns-left-lost-its-mind-media-ignore-/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
22/06/2020,"2020 election voter suppression, fraud with mail-in ballots threatens confidence in results",https://www.washingtontimes.com/news/2020/jun/22/2020-election-voter-suppression-fraud-mail-ballots/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
24/06/2020,Senate approves 200th federal judge nominated by Trump,https://www.washingtontimes.com/news/2020/jun/24/senate-approves-200th-federal-judge-nominated-by-t/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
24/06/2020,Senate confirms Trump's 200th federal judge,https://www.washingtontimes.com/news/2020/jun/24/senate-confirms-trumps-200th-federal-judge/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
04/06/2020,Report highlights voting inequities in tribal communities,https://www.washingtontimes.com/news/2020/jun/4/report-highlights-voting-inequities-in-tribal-comm/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
08/06/2020,Democrats look to counter GOP vote-by-mail fraud claims,https://www.washingtontimes.com/news/2020/jun/8/democrats-look-to-counter-gop-vote-by-mail-fraud-c/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
12/05/2020,Democrats' coronavirus bill would eliminate states' voter ID requirement,https://www.washingtontimes.com/news/2020/may/12/democrats-coronavirus-bill-would-eliminate-states-/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
12/05/2020,Democrats unveil $3 trillion-plus coronavirus spending package,https://www.washingtontimes.com/news/2020/may/12/democrats-unveil-massive-coronavirus-spending-pack/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
12/05/2020,LETTERS TO THE EDITOR: Mail-in votes a bad idea,https://www.washingtontimes.com/news/2020/may/12/letters-editor-mail-votes-bad-idea/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
13/05/2020,Nancy Pelosi: $3 trillion package is 'not any wish list that is not related' to coronavirus,https://www.washingtontimes.com/news/2020/may/13/nancy-pelosi-3-trillion-package-not-any-wish-list-/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
13/05/2020,Nancy Pelosi's latest COVID-19 relief bill will bury taxpayers under mounds of debt,https://www.washingtontimes.com/news/2020/may/14/nancy-pelosis-latest-covid-19-relief-bill-will-bur/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
21/05/2020,Democrats mark 19th Amendment anniversary with vote-by-mail push,https://www.washingtontimes.com/news/2020/may/21/democrats-mark-19th-amendment-anniversary-vote-mai/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
26/05/2020,Biden campaign names national voter protection director,https://www.washingtontimes.com/news/2020/may/26/biden-campaign-names-national-voter-protection-dir/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
28/05/2020,N.C. ballot access rule changes for pandemic OK'd by House,https://www.washingtontimes.com/news/2020/may/28/nc-ballot-access-rule-changes-for-pandemic-okd-by-/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
05/05/2020,Illinois Editorial Roundup:,https://www.washingtontimes.com/news/2020/may/5/illinois-editorial-roundup/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
01/11/2020,Ending the crisis of confidence in U.S. presidential elections,https://www.washingtontimes.com/news/2020/nov/1/ending-the-crisis-of-confidence-in-us-presidential/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
01/11/2020,"Trump, GOP will need big Election Day margins to win in Iowa",https://www.washingtontimes.com/news/2020/nov/1/trump-gop-will-need-big-election-day-margins-to-wi/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
12/11/2020,Judicial Watch president Tom Fitton's new book criticizes corruption on the left,https://www.washingtontimes.com/news/2020/nov/12/judicial-watch-president-tom-fittons-new-book-crit/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
16/11/2020,The Federal Election Reform Commission must no longer be ignored,https://www.washingtontimes.com/news/2020/nov/16/the-federal-election-reform-commission-must-no-lon/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
17/11/2020,CROSSTALK: Trump-Biden-Putin trading places,https://www.washingtontimes.com/news/2020/nov/17/crosstalk-trump-biden-putin-trading-places/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
17/11/2020,Election irregularities unearthed by Trump team must be investigated,https://www.washingtontimes.com/news/2020/nov/17/election-irregularities-unearthed-by-trump-team-mu/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
18/11/2020,Trump campaign requests partial recount in Wisconsin,https://www.washingtontimes.com/news/2020/nov/18/trump-campaign-requests-partial-recount-wisconsin/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
02/11/2020,5 parties field candidates for Puerto Rico governor,https://www.washingtontimes.com/news/2020/nov/2/a-record-5-parties-field-candidates-for-puerto-ric/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
02/11/2020,West Virginia law students will staff voter hotline,https://www.washingtontimes.com/news/2020/nov/2/west-virginia-law-students-will-man-voter-hotline-/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
16/06/2015,Democrats still outraged that the election was so close,https://www.washingtontimes.com/news/2020/nov/22/democrats-still-outraged-that-the-election-was-so-/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,114th
22/11/2020,Trump election challenges sound alarm among voters of color,https://www.washingtontimes.com/news/2020/nov/22/trump-election-challenges-sound-alarm-among-voters/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
03/11/2020,"Early voting, mail-in ballots upend, extend campaign",https://www.washingtontimes.com/news/2020/nov/3/early-voting-mail-ballots-upend-extend-campaign/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
30/11/2020,Did state officials forget to read the Commission on Federal Election Reform's report?,https://www.washingtontimes.com/news/2020/nov/30/did-state-officials-forget-to-read-the-commission-/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
05/11/2020,"Election judge worked despite COVID-19 diagnosis, then died",https://www.washingtontimes.com/news/2020/nov/5/election-judge-worked-despite-covid-19-diagnosis-t/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
10/10/2020,Voting-related lawsuits pepper US before Election Day,https://www.washingtontimes.com/news/2020/oct/10/voting-related-lawsuits-pepper-us-before-election-/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
12/10/2020,"Tanzania intensifies repression ahead of polls, says report",https://www.washingtontimes.com/news/2020/oct/12/tanzania-intensifies-repression-ahead-of-polls-say/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
21/10/2020,Court ruling could block thousands of Iowa ballot requests,https://www.washingtontimes.com/news/2020/oct/21/court-ruling-could-block-thousands-of-iowa-ballot-/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
22/10/2020,"AP Road Trip: In Mississippi, Black voters face many hurdles",https://www.washingtontimes.com/news/2020/oct/22/ap-road-trip-in-mississippi-black-voters-face-many/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
22/10/2020,"Long after murders, Black voting is still troubled in Miss.",https://www.washingtontimes.com/news/2020/oct/22/long-after-murders-black-voting-is-still-troubled-/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
24/10/2020,Wisconsin GOP's voting restrictions impact Black residents,https://www.washingtontimes.com/news/2020/oct/24/wisconsin-gops-voting-restrictions-impact-black-re/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
30/10/2020,"Voting, virus, race are hot topics in state high court races",https://www.washingtontimes.com/news/2020/oct/30/voting-virus-race-are-hot-topics-in-state-high-cou/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
04/10/2020,"Iowa absentee ballots go out Monday, early voting begins",https://www.washingtontimes.com/news/2020/oct/4/iowa-absentee-ballots-go-out-monday-early-voting-b/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
05/10/2020,Judge blocks Iowa directive on absentee ballot applications,https://www.washingtontimes.com/news/2020/oct/5/judges-blocks-iowa-directive-on-absentee-ballot-ap/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
06/10/2020,Tennessee adjusts 1st time voter ID rule after court order,https://www.washingtontimes.com/news/2020/oct/6/tennessee-adjusts-1st-time-voter-id-rule-after-cou/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
01/09/2020,Voter details for millions of Americans found on Russian hacking site: Report,https://www.washingtontimes.com/news/2020/sep/1/voter-details-for-millions-of-americans-found-on-r/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
14/09/2020,Biden assembles legal team ahead of divisive 2020 election,https://www.washingtontimes.com/news/2020/sep/14/biden-assembles-legal-team-ahead-of-divisive-2020-/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
15/09/2020,Split North Carolina appeals court retains 2 amendments,https://www.washingtontimes.com/news/2020/sep/15/split-north-carolina-appeals-court-retains-2-amend/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
23/09/2020,Judge punts on voting case over Wisconsin student IDs,https://www.washingtontimes.com/news/2020/sep/23/judge-punts-on-case-over-wisconsin-college-student/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
29/09/2020,COVID-19 cases force tribal voter ID event to be postponed,https://www.washingtontimes.com/news/2020/sep/29/covid-19-cases-force-tribal-voter-id-event-to-be-p/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
30/09/2020,Colorado voters will be able to fix ballot issues via text,https://www.washingtontimes.com/news/2020/sep/30/colorado-voters-will-be-able-to-fix-ballot-issues-/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
05/09/2020,Wisconsin tells voters to request ballots for mail-in voting,https://www.washingtontimes.com/news/2020/sep/5/wisconsin-tells-voters-to-request-ballots-for-mail/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
09/09/2020,Editorial Roundup: South Carolina,https://www.washingtontimes.com/news/2020/sep/9/editorial-roundup-south-carolina/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
09/09/2020,"Project Veritas sting: N.H. man charged, admits voting twice by disguising himself as a woman",https://www.washingtontimes.com/news/2020/sep/9/project-veritas-sting-nh-man-charged-admits-voting/,Washington Times,right,116th
09/09/2020,"Project Veritas sting: N.H. man charged, admits voting twice by disguising himself as a woman",https://www.washingtontimes.com/news/2020/sep/9/project-veritas-sting-nh-man-charged-admits-voting/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,116th
01/04/2021,'Election integrity' becomes key buzzword in VA GOP race,https://www.washingtontimes.com/news/2021/apr/1/election-integrity-becomes-key-buzzword-in-va-gop-/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,117th
01/04/2021,Nevada revisits mail-in ballot debate after 2020 spotlight,https://www.washingtontimes.com/news/2021/apr/1/nevada-to-revisit-mail-in-ballot-debate-after-2020/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,117th
10/04/2021,The question Sen. Joe Machin needs to answer,https://www.washingtontimes.com/news/2021/apr/10/question-sen-joe-machin-needs-answer/,Washington Times,right,117th
11/04/2021,"Conservatives, liberals spar over value of voter ID laws, studies examining them",https://www.washingtontimes.com/news/2021/apr/11/conservatives-liberals-spar-over-value-of-voter-id/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,117th
12/04/2021,"Joe Biden govern-by-polls 'bipartisanship' bound to backfire, Republicans say",https://www.washingtontimes.com/news/2021/apr/12/joe-biden-govern-polls-bipartisanship-bound-backfi/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,117th
13/04/2021,Arkansas lawmakers approve changes to state's election laws,https://www.washingtontimes.com/news/2021/apr/13/arkansas-lawmakers-approve-changes-to-states-elect/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,117th
13/04/2021,"Energy, voting rights loom in congressional special election",https://www.washingtontimes.com/news/2021/apr/13/energy-voting-rights-loom-in-congressional-special/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,117th
15/04/2021,LETTERS TO THE EDITOR: Showing ID the least voters can do,https://www.washingtontimes.com/news/2021/apr/15/letters-to-the-editor-showing-id-the-least-voters-/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,117th
15/04/2021,Proposals to require voter ID fail in committee in Maine,https://www.washingtontimes.com/news/2021/apr/15/proposals-to-require-voter-id-fail-in-committee-in/?utm_source=RSS_Feed&utm_medium=RSS,Washington Times,right,117th
