date,title,source,media_name,ideology,Congress
20/09/2016,Some Republicans Acknowledge Leveraging State Voter ID Laws for Political Gain,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Some Republicans Acknowledge Leveraging State Voter ID Laws for Political Gain.docx,The New York Times,left,114th
17/09/2016,Some Republicans Acknowledge Leveraging Voter ID Laws for Political Gain,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Some Republicans Acknowledge Leveraging Voter ID Laws for Political Gain.docx,The New York Times,left,114th
24/10/2017,"Some Years, He Didn't Vote; Then They Told Him He Couldn't","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Some Years, He Didn't Vote; Then They Told Him He Couldn't.docx",The New York Times,left,115th
07/11/2018,"Stacey Abrams, Brian Kemp and Neo-Jim Crow in Georgia","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Stacey Abrams, Brian Kemp and Neo-Jim Crow in Georgia.docx",The New York Times,left,115th
01/09/2016,State's Law That Curbs Black Vote Is Rejected,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/State's Law That Curbs Black Vote Is Rejected.docx,The New York Times,left,114th
05/12/2016,"Stein just wants Clinton elected, it's obvious","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Stein just wants Clinton elected, it's obvious.docx",USA Today,left,114th
15/05/2017,Strict North Carolina Voter ID Law Thwarted After Supreme Court Rejects Case,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Strict North Carolina Voter ID Law Thwarted After Supreme Court Rejects Case.docx,The New York Times,left,115th
02/05/2016,Stricter Rules Over Voter IDs Reshape Races,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Stricter Rules Over Voter IDs Reshape Races.docx,The New York Times,left,114th
03/12/2018,"Stung by Election Losses, Republicans in the States Seek a Way to Neutralize Democrats","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Stung by Election Losses, Republicans in the States Seek a Way to Neutralize Democrats.docx",The New York Times,left,115th
04/12/2018,"Stung by Loss, Legislators Try To Shift Power","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Stung by Loss, Legislators Try To Shift Power.docx",The New York Times,left,115th
23/04/2018,Suicide Bomber Kills at Least 57 Afghans at Voter Registration Site in Kabul,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Suicide Bomber Kills at Least 57 Afghans at Voter Registration Site in Kabul.docx,The New York Times,left,115th
31/08/2016,Supreme Court Blocks North Carolina From Restoring Strict Voting Law,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Supreme Court Blocks North Carolina From Restoring Strict Voting Law.docx,The New York Times,left,114th
30/05/2017,Supreme Court Roundup: Justices Rule on Excessive Force and in Immigration Case,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Supreme Court Roundup_ Justices Rule on Excessive Force and in Immigration Case.docx,The New York Times,left,115th
18/01/2018,Supreme Court Temporarily Blocks North Carolina Gerrymandering Ruling,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Supreme Court Temporarily Blocks North Carolina Gerrymandering Ruling.docx,The New York Times,left,115th
11/06/2018,Supreme Court Upholds Ohioâ€™s Purge of Voting Rolls,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Supreme Court Upholds Ohio _s Purge of Voting Rolls.docx,The New York Times,left,115th
12/06/2018,Supreme Court Upholds Purge Of Ohio Voters,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Supreme Court Upholds Purge Of Ohio Voters.docx,The New York Times,left,115th
23/01/2017,Supreme Court Won't Hear Appeal From Texas on Voter ID Case,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Supreme Court Won't Hear Appeal From Texas on Voter ID Case.docx,The New York Times,left,115th
24/01/2017,Supreme Court won't rescue voter ID law; Victory for voting rights advocates may be fleeting in ruling regarding tough measure in Texas,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Supreme Court won't rescue voter ID law Victory for voting rights advocates may be fleeting in rulin.docx,USA Today,left,115th
11/04/2017,"Syria, London, United Airlines: Your Tuesday Briefing","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Syria , London, United Airlines _ Your Tuesday Briefing.docx",The New York Times,left,115th
20/05/2018,Taking It Back,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Taking It Back.docx,The New York Times,left,115th
08/11/2018,"Taylor Swift, Donald Trump and an America That Confounds the World; Letter 80","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Taylor Swift, Donald Trump and an America That Confounds the World Letter 80.docx",The New York Times,left,115th
20/04/2017,Texans Gone Wild; Op-Ed Contributor,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Texans Gone Wild Op-Ed Contributor.docx,The New York Times,left,115th
20/04/2017,Texans Gone Wild,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Texans Gone Wild.docx,The New York Times,left,115th
30/04/2016,Texas' Strict Voter ID Law Is Left Intact by Justices,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Texas ' Strict Voter ID Law Is Left Intact by Justices.docx,The New York Times,left,114th
28/04/2018,"Texas' Voter ID Law Does Not Discriminate and Can Stand, Appellate Panel Rules","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Texas ' Voter ID Law Does Not Discriminate and Can Stand, Appellate Panel Rules.docx",The New York Times,left,115th
27/04/2018,"Texasâ€™ Voter ID Law Does Not Discriminate and Can Stand, Appeals Panel Rules","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Texas _ Voter ID Law Does Not Discriminate and Can Stand, Appeals Panel Rules.docx",The New York Times,left,115th
04/08/2016,Texas Agrees to Loosen Rules on IDs for November Election,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Texas Agrees to Loosen Rules on IDs for November Election.docx,The New York Times,left,114th
12/03/2017,Texas Congressional Maps Are Struck Down for Bias,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Texas Congressional Maps Are Struck Down for Bias.docx,The New York Times,left,115th
11/03/2017,Texas Congressional Maps Are Struck Down for Discrimination,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Texas Congressional Maps Are Struck Down for Discrimination.docx,The New York Times,left,115th
25/07/2016,Texas Is Forced to Ease a Policy on Immigrants,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Texas Is Forced to Ease a Policy on Immigrants.docx,The New York Times,left,114th
17/03/2017,Texas Needs a Remedial Lesson on Voting Rights; Editorial,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Texas Needs a Remedial Lesson on Voting Rights Editorial.docx,The New York Times,left,115th
18/03/2017,Texas Needs a Remedial Lesson on Voting,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Texas Needs a Remedial Lesson on Voting.docx,The New York Times,left,115th
11/04/2017,"Texas Voter ID Law Intentionally Discriminates Against Minorities, Judge Rules","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Texas Voter ID Law Intentionally Discriminates Against Minorities, Judge Rules.docx",The New York Times,left,115th
31/08/2017,The Absurdity Of Voting Obstacles,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Absurdity Of Voting Obstacles.docx,The New York Times,left,115th
11/12/2017,The Alabama Senate Race May Have Already Been Decided; Op-Ed Contributor,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Alabama Senate Race May Have Already Been Decided Op-Ed Contributor.docx,The New York Times,left,115th
10/10/2018,The Anti-Voter Supreme Court,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Anti-Voter Supreme Court.docx,The New York Times,left,115th
27/01/2017,The Art of Ducking for Cover as Trump Thunders Overhead,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Art of Ducking for Cover as Trump Thunders Overhead.docx,The New York Times,left,115th
06/12/2016,The Art of the Deal; Not-So-Friendly Skies; Trump versus Congress; Self-Defense?; Pentagon Waste; Oakland Deadly Fire; High Alert in Los Angeles; Supreme Decisions; New Technology Used to Identify Remains of Sailors Killed at Pearl Harbor; Republican Efforts to Repeal and Replace Obamacare Examined; Donald Trump Criticizes Boeing,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Art of the Deal; Not-So-Friendly Skies; Trump versus Congress ; Self-Defense_; Pentagon Waste; O.docx,Fox News,right,114th
09/12/2017,The Baker and the Empire; Op-Ed Columnist,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Baker and the Empire Op-Ed Columnist.docx,The New York Times,left,115th
10/12/2017,The Baker And the Empire,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Baker And the Empire.docx,The New York Times,left,115th
15/12/2018,The Battle for Power in Wisconsin Seems Bound for Court. Itâ€™s Only Going to Get Uglier.,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Battle for Power in Wisconsin Seems Bound for Court. It_s Only Going to Get Uglier.docx,The New York Times,left,115th
03/08/2018,The Biggest Stories in American Politics This Week,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Biggest Stories in American Politics This Week.docx,The New York Times,left,115th
22/07/2017,The Bogus Voter-Fraud Commission; Editorial,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Bogus Voter-Fraud Commission Editorial.docx,The New York Times,left,115th
23/07/2017,The Bogus Voter-Fraud Commission,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Bogus Voter-Fraud Commission.docx,The New York Times,left,115th
13/04/2017,The Broken Supreme Court; Contributing Op-Ed Writer,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Broken Supreme Court Contributing Op-Ed Writer.docx,The New York Times,left,115th
13/11/2016,The Choice Confronting the Chief Justice,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Choice Confronting the Chief Justice.docx,The New York Times,left,114th
10/11/2016,The Choice Confronting the Supreme Court's Chief Justice; Contributing Op-Ed Writer,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Choice Confronting the Supreme Court 's Chief Justice Contributing Op-Ed Writer.docx,The New York Times,left,114th
08/11/2018,The Death of the Midwest Democrat Has Been Greatly Exaggerated,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Death of the Midwest Democrat Has Been Greatly Exaggerated.docx,The New York Times,left,115th
12/12/2018,The Democrats' Best Response to Republican Power Grabs,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Democrats' Best Response to Republican Power Grabs.docx,The New York Times,left,115th
10/10/2018,The Democrats Have an Immigration Problem; Feature,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Democrats Have an Immigration Problem Feature.docx,The New York Times,left,115th
14/10/2018,The Democrats Have an Immigration Problem,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Democrats Have an Immigration Problem.docx,The New York Times,left,115th
11/12/2018,The Democratsâ€™ Best Response to Republican Power Grabs,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Democrats_ Best Response to Republican Power Grabs.docx,The New York Times,left,115th
05/11/2018,The Election Has Already Been Hacked,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Election Has Already Been Hacked(2).docx,The New York Times,left,115th
03/11/2018,The Election Has Already Been Hacked,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Election Has Already Been Hacked.docx,The New York Times,left,115th
18/06/2017,The Exclusionist,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Exclusionist.docx,The New York Times,left,115th
23/08/2018,The Failure of Republicans to Speak Out; letters,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Failure of Republicans to Speak Out letters.docx,The New York Times,left,115th
24/08/2018,The Failure of Republicans to Speak Out,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Failure of Republicans to Speak Out.docx,The New York Times,left,115th
12/06/2016,The G.O.P.'s Latino Crucible,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The G.O.P.'s Latino Crucible.docx,The New York Times,left,114th
17/10/2018,The Growing Crisis of Democracy,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Growing Crisis of Democracy.docx,The New York Times,left,115th
09/12/2018,The High Cost of Shattering Democratic Norms,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The High Cost of Shattering Democratic Norms(2).docx,The New York Times,left,115th
08/12/2018,The High Cost of Shattering Democratic Norms,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The High Cost of Shattering Democratic Norms.docx,The New York Times,left,115th
19/10/2018,"The Issues That Russian Operatives Used to Divide Americans, in Their Own Words","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Issues That Russian Operatives Used to Divide Americans, in Their Own Words.docx",The New York Times,left,115th
13/06/2017,The Man Behind Trumpâ€™s Voter-Fraud Obsession; Feature,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Man Behind Trump_s Voter-Fraud Obsession Feature.docx,The New York Times,left,115th
23/02/2016,The Nevada GOP Caucuses; Trump Promises to Prosecute Hillary Clinton; Judge Allows Subpoenas of Hillary Clinton and Her Aides Regarding Email Server; Nevada Republican Caucuses Underway,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Nevada GOP Caucuses; Trump Promises to Prosecute Hillary Clinton; Judge Allows Subpoenas of Hill.docx,Fox News,right,114th
05/08/2017,The Policies of White Resentment; Opinion,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Policies of White Resentment Opinion.docx,The New York Times,left,115th
06/08/2017,The Policies of White Resentment,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Policies of White Resentment.docx,The New York Times,left,115th
07/10/2016,The power to vote is awesome. Use it.,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The power to vote is awesome. Use it.docx,USA Today,left,114th
10/12/2018,The Price of Shattering Civic Norms,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Price of Shattering Civic Norms.docx,The New York Times,left,115th
08/11/2016,The Real Voter Fraud; Op-Ed Columnist,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Real Voter Fraud Op-Ed Columnist.docx,The New York Times,left,114th
08/11/2016,The Real Voter Fraud,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Real Voter Fraud.docx,The New York Times,left,114th
28/04/2016,The Retreat From Voting Rights,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Retreat From Voting Rights.docx,The New York Times,left,114th
04/11/2017,The Right to Vote Is Never Safe; Opinion,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Right to Vote Is Never Safe Opinion.docx,The New York Times,left,115th
19/09/2016,The Success of the Voter Fraud Myth; Editorial,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Success of the Voter Fraud Myth Editorial.docx,The New York Times,left,114th
20/09/2016,The Success of the Voter Fraud Myth,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Success of the Voter Fraud Myth.docx,The New York Times,left,114th
31/10/2018,"The Trump Effect, Kobachâ€™s Hand, Tester and DeWine Ads: 6 Days to Go","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Trump Effect, Kobach_s Hand, Tester and DeWine Ads_ 6 Days to Go.docx",The New York Times,left,115th
01/11/2018,"The Trump Effect, Kobach's Hand, Tester and DeWine Ads: 6 Days to Go","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Trump Effect, Kobach's Hand, Tester and DeWine Ads_ 6 Days to Go.docx",The New York Times,left,115th
05/11/2017,The Vote Is Never Safe,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Vote Is Never Safe.docx,The New York Times,left,115th
27/01/2017,The Voter Fraud Fantasy; Editorial,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Voter Fraud Fantasy Editorial.docx,The New York Times,left,115th
28/01/2017,The Voter Fraud Fantasy,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Voter Fraud Fantasy.docx,The New York Times,left,115th
09/09/2018,The Voter Fraud Lie,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Voter Fraud Lie.docx,The New York Times,left,115th
19/07/2017,The Voter Purges Are Coming; Op-Ed Contributor,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Voter Purges Are Coming Op-Ed Contributor.docx,The New York Times,left,115th
19/07/2017,The Voter Purges Are Coming,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Voter Purges Are Coming.docx,The New York Times,left,115th
09/11/2016,The Voters Abandoned by the Court,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/The Voters Abandoned by the Court.docx,The New York Times,left,114th
19/10/2017,"They Couldn't Beat the Courts, So They Voted to Change Them","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/They Couldn't Beat the Courts, So They Voted to Change Them.docx",The New York Times,left,115th
09/10/2018,Thousands of Voters Received Ballots With Errors. (But Theyâ€™ll Still Count.),C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Thousands of Voters Received Ballots With Errors. (But They_ll Still Count.).docx,The New York Times,left,115th
22/09/2016,"To increase turnout, fund early voting","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/To increase turnout, fund early voting.docx",USA Today,left,114th
10/02/2016,"To protect our votes, we need a mass movement","C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/To protect our votes, we need a mass movement.docx",USA Today,left,114th
19/02/2016,To Turn Out the Youth Vote,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/To Turn Out the Youth Vote.docx,The New York Times,left,114th
07/11/2018,Tony Evers Wins Wisconsin Governorâ€™s Race; Scott Walker Concedes,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Tony Evers Wins Wisconsin Governor_s Race; Scott Walker Concedes.docx,The New York Times,left,115th
19/01/2018,Top Court Temporarily Blocks Ruling On North Carolina Gerrymandering,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Top Court Temporarily Blocks Ruling On North Carolina Gerrymandering.docx,The New York Times,left,115th
27/12/2016,Tough Club: One Party Has Governor's Mansion; Other Has the Statehouse,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Tough Club_ One Party Has Governor's Mansion; Other Has the Statehouse.docx,The New York Times,left,114th
17/08/2016,Trump Campaign Shake-Up; Senior Diplomat Defects from North Korea; Louisiana Residents Return Home after Deadly Flooding; Clinton Touts Economic Message of Tax Fairness; Silver State Senate Race; Checking ID Laws; Obama Legacy Items; Donald Trump Receives National Security Briefing,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Trump Campaign Shake-Up; Senior Diplomat Defects from North Korea ; Louisiana Residents Return Home.docx,Fox News,right,114th
05/01/2018,Trump continues push for voter ID,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Trump continues push for voter ID.docx,USA Today,left,115th
03/01/2018,Trump Disbands Commission on Voter Fraud,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Trump Disbands Commission on Voter Fraud.docx,The New York Times,left,115th
22/08/2017,Trump in Arizona; Immigration Debate; New Afghanistan Strategy; Pocketbook Pain; House Battle; Robot Invasion; Warm Phoenix Welcom;e Analysts Examine Antifa; President Trump to Hold Rally in Arizona; Reporting Indicates Feud between President Trump and Senate Majority Leader Mitch McConnell,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Trump in Arizona ; Immigration Debate; New Afghanistan Strategy; Pocketbook Pain; House Battle; Robo.docx,Fox News,right,115th
08/08/2018,"Trump lawyers want a narrower scope for Mueller interview; Trump predicts ""giant red wave""; Illegal immigrants find new way into the US; Liberals claim Trump presidency is affecting their mental health; Farrakhan's hateful videos still on Facebook; Prosecutor: Man at compound trained kids for school shooting",C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Trump lawyers want a narrower scope for Mueller interview; Trump predicts _giant red wave_; Illegal.docx,Fox News,right,115th
12/05/2017,Trump Names Official Behind Kansas' Strict ID Law to Voter Fraud Panel,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Trump Names Official Behind Kansas ' Strict ID Law to Voter Fraud Panel.docx,The New York Times,left,115th
11/05/2017,Trump Picks Voter ID Advocate for Election Fraud Panel,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Trump Picks Voter ID Advocate for Election Fraud Panel.docx,The New York Times,left,115th
18/10/2016,Trump rigged this election against himself,C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Trump rigged this election against himself.docx,USA Today,left,114th
17/07/2018,"Trump seeks to clarify remarks on US intelligence; Tucker: Time to rethink America's alliances; Interview with President Trump on his much- criticized press conference, NATO, Russia probe and immigration; What Putin really wants from the US; Trump Critics: President siding with Putin over intel community; Will the Democrats take steps to secure elections?; Democrats divided over Pocan's ""Abolish ICE"" bill",C:/Users/2146806A/OneDrive - University of Glasgow/University of Glasgow/Amsterdam Visit/March_analysis/NexisUni/Articles/files_17-19/Trump seeks to clarify remarks on US intelligence; Tucker_ Time to rethink America 's alliances; Int.docx,Fox News,right,115th
